,idk,number,adress,zipcode,city,idk3,lat,long
78653,930484440P-11,11,Boulevard Henri Barbusse,93100,Montreuil,OSM,48.864583,2.443845
78654,930482510S-40,40,Rue Danton,93100,Montreuil,C+O,48.864309000000006,2.4474549999999997
78655,930488260S-132,132,Rue de Rosny,93100,Montreuil,OSM,48.864591,2.452989
78656,930488811R-6,6,Villa Saint-Antoine,93100,Montreuil,OSM,48.86455,2.456789
78657,930487240H-103,103,Rue Pierre de Montreuil,93100,Montreuil,OSM,48.863619,2.461895
78658,930489125G-154,154,Boulevard Théophile Sueur,93100,Montreuil,OSM,48.864393,2.466704
78659,930487268N-8,8,Allée du Port Royal,93100,Montreuil,OSM,48.863483,2.4705340000000002
78660,930489800R-11,11,Rue Yves Farge,93100,Montreuil,OSM,48.863842,2.475748
78661,930482507N-42,42,Allée Daniel Féry,93100,Montreuil,OSM,48.864381,2.4803889999999997
78662,930642560B-31,31,Rue Diderot,93110,Rosny-sous-Bois,OSM,48.864725,2.4850830000000004
78663,930646125B-10,10,Rue Marcelin Berthelot,93110,Rosny-sous-Bois,C+O,48.864385999999996,2.48938
78664,930649500V-18,18,Rue Valentin Hauy,93110,Rosny-sous-Bois,OSM,48.864477,2.493952
78665,930642545K-4,4,Allée de la 2e Division Blindée,93110,Rosny-sous-Bois,OSM,48.864806,2.4986650000000004
78666,930490570D-11,11,Rue Gabriel Péri,93360,Neuilly-Plaisance,OSM,48.864452,2.503158
78667,930490130A-33B,33BIS,Rue des Cahouettes,93360,Neuilly-Plaisance,OSM,48.864604,2.507802
78668,930490984D-6,6,Allée Pierre de Craon,93360,Neuilly-Plaisance,OSM,48.864447,2.511971
78669,930491106L-1,1,Allée Roland Garros,93360,Neuilly-Plaisance,OSM,48.864612,2.5167889999999997
78670,930500667E-45,45,Rue Louis Vannini,93330,Neuilly-sur-Marne,OSM,48.864925,2.520816
78671,930500790N-103,103,Rue du 11 Novembre,93330,Neuilly-sur-Marne,OSM,48.864519,2.525975
78672,930500860P-104B,104BIS,Rue Paul et Camille Thomoux,93330,Neuilly-sur-Marne,OSM,48.86415,2.5308330000000003
78673,930500531G-1,1,Allée de l'Île-de-France,93330,Neuilly-sur-Marne,OSM,48.864483,2.535285
78674,930500545X-4,4,Place Jean Bart,93330,Neuilly-sur-Marne,OSM,48.86459,2.5398099999999997
78675,930500377P-1,1,Place de la Farandole,93330,Neuilly-sur-Marne,OSM,48.862929,2.544628
78676,930500550C-7,7,Avenue Jean Jaurès,93330,Neuilly-sur-Marne,OSM,48.864,2.5496950000000003
78677,930500550C-3B,3BIS,Avenue Jean Jaurès,93330,Neuilly-sur-Marne,OSM,48.866402,2.553075
78679,930500550C-71,71,Avenue Jean Jaurès,93330,Neuilly-sur-Marne,OSM,48.865508,2.562409
78680,930330490L-56B,56B,Promenade Marx Dormoy,93460,Gournay-sur-Marne,OSM,48.864612,2.567145
78681,930330460D-1,1,Rue Jean Leonardi,93460,Gournay-sur-Marne,OSM,48.864255,2.571944
78682,930330030L-6,6,Promenade André Ballu,93460,Gournay-sur-Marne,OSM,48.864596999999996,2.576262
78683,930330690D-9,9,Rue du Prieure,93460,Gournay-sur-Marne,OSM,48.864393,2.5807919999999998
78684,930330030L-84,84,Promenade André Ballu,93460,Gournay-sur-Marne,OSM,48.86441,2.585485
78685,770830535V-35,35,Promenade des Pâtis,77420,Champs-sur-Marne,C+O,48.864635,2.589902
78686,770830604V-1,1,Rue des Vanneaux,77420,Champs-sur-Marne,C+O,48.864108,2.594305
78687,770830535V-9001,9001,Promenade des Pâtis,77420,Champs-sur-Marne,C+O,48.864536,2.5973029999999997
78688,771081950Z-61B,61BIS,Avenue des Îles,77500,Chelles,C+O,48.866683,2.60489
78689,771081950Z-71,71,Avenue des Îles,77500,Chelles,C+O,48.866526,2.606296
78690,771080210H-2,2,Quai de l'Argonne,77500,Chelles,C+O,48.868333,2.612731
78691,774790160R-9002,9002,Chemin du Corps de Garde,77360,Vaires-sur-Marne,C+O,48.868609,2.618697
78692,774790065M-51,51,Rue des Bleuets,77360,Vaires-sur-Marne,CAD,48.867368,2.6251349999999998
78693,774790065M-37,37,Rue des Bleuets,77360,Vaires-sur-Marne,CAD,48.867072,2.626677
78694,774790397Y-18,18,Rue Louis Aristide Verdier,77360,Vaires-sur-Marne,CAD,48.866715,2.6316080000000004
78695,77479B010J-9001,9001,Moulin de Douve,77360,Vaires-sur-Marne,CAD,48.864689,2.633881
78696,774790570L-14,14,Quai du Port,77360,Vaires-sur-Marne,C+O,48.865926,2.640698
78697,774790600U-41,41,Rue de Torcy,77360,Vaires-sur-Marne,C+O,48.867345,2.6446680000000002
78698,774790600U-31,31,Rue de Torcy,77360,Vaires-sur-Marne,C+O,48.868147,2.646734
78699,77468X007F-5,5,Pont de Vaires,77200,Torcy,C+O,48.865584000000005,2.655358
78700,774680274M-1,1,Route de Lagny,77200,Torcy,C+O,48.863735999999996,2.656097
78701,774380468D-4,4,Rue Louis de Broglie,77400,Saint-Thibault-des-Vignes,C+O,48.862569,2.669235
78703,774380565J-18,18,rue Paul Henri Spaak,77400,Saint-Thibault-des-Vignes,OSM,48.865567,2.674052
78704,774380192D-2,2,Rue Eugène Boudin,77400,Saint-Thibault-des-Vignes,C+O,48.865726,2.6761310000000003
78705,774380620U-36,36,Chemin des Pierris,77400,Saint-Thibault-des-Vignes,C+O,48.863619,2.6842349999999997
78706,774380620U-24A,24A,Chemin des Pierris,77400,Saint-Thibault-des-Vignes,C+O,48.864245000000004,2.685652
78707,774380340P-32,32,Rue de Gouvernes,77400,Saint-Thibault-des-Vignes,C+O,48.864365,2.6907490000000003
78708,772090240B-27,27,Rue Saint-Germain,77400,Gouvernes,C+O,48.864015,2.695348
78709,772090150D-9001,9001,Boulevard Georges Pompidou,77400,Gouvernes,C+O,48.865126000000004,2.699076
78710,772430867K-1,1,Avenue Jean-Baptiste Le Prince,77400,Lagny-sur-Marne,C+O,48.865652000000004,2.7042580000000003
78711,771240380Y-51,51,Rue de l'Orme Bossu,77600,Conches-sur-Gondoire,C+O,48.864508,2.709864
78712,771240432E-19,19,Allée des Rougettes,77600,Conches-sur-Gondoire,C+O,48.864471,2.713374
78713,771240180F-2,2,Allée de l'Ermitage,77600,Conches-sur-Gondoire,C+O,48.864416,2.7180720000000003
78714,772431830G-36,36,Route de Tournan,77400,Lagny-sur-Marne,C+O,48.864017,2.723439
78715,770850260M-13,13,Avenue Sainte-Geneviève,77600,Chanteloup-en-Brie,C+O,48.864858,2.7272380000000003
78716,770850020B-41,41,Avenue du Bois de Chigny,77600,Chanteloup-en-Brie,C+O,48.864312,2.731362
78717,770850020B-74,74,Avenue du Bois de Chigny,77600,Chanteloup-en-Brie,C+O,48.862662,2.734395
78718,770850199W-25,25,Allée du Pré Mallard,77600,Chanteloup-en-Brie,C+O,48.861717999999996,2.740288
78719,773070156J-3,3,Cours aux Fleurs,77144,Montévrain,C+O,48.864702,2.7454240000000003
78720,773070327V-101,101,Rue de l'Orangerie,77144,Montévrain,OSM,48.864829,2.750033
78721,773070011B-24,24,Allée Alphonse de Lamartine,77144,Montévrain,OSM,48.865282,2.754465
78722,773070483P-12,12,Avenue de la Société des Nations,77144,Montévrain,C+O,48.866228,2.757879
78723,773070139R-5,5,Rue Edouard Buffard,77144,Montévrain,C+O,48.862287,2.762786
78724,77111B004C-9001,9001,Le Bois de Paris,77700,Chessy,CAD,48.866596,2.7709490000000003
78726,771110463V-4,4,Avenue Paul Séramy,77700,Chessy,OSM,48.867009,2.782023
78733,772680090G-2,2,Rue des Moissons,77700,Magny-le-Hongre,C+O,48.864481,2.809309
78734,772680060Z-2,2,Rue de l'Église,77700,Magny-le-Hongre,C+O,48.864075,2.813815
78735,772680163L-9,9,Rue de Sylvelle,77700,Magny-le-Hongre,C+O,48.863748,2.818184
78736,772680059Y-4,4,Rue des Coteaux,77700,Magny-le-Hongre,C+O,48.864514,2.823207
78737,772680055U-33,33,Rue du Clos du Roy,77700,Magny-le-Hongre,C+O,48.862683000000004,2.8267729999999998
78738,770180033G-45,45,Rue des Berdilles,77700,Bailly-Romainvilliers,C+O,48.859539,2.832764
78741,771410540Y-9002,9002,Rue Marderon,77580,Coutevroult,C+O,48.864427,2.84396
78742,771410260U-13,13,Rue de Cotray,77580,Coutevroult,C+O,48.863865999999994,2.851316
78743,771410120S-2,2,Rue de la Brosse,77580,Coutevroult,C+O,48.864532000000004,2.854953
78744,771410580S-20,20,Rue de Montaigu,77580,Coutevroult,C+O,48.864544,2.859623
78745,771410740R-9003,9003,Chemin des Roches,77580,Coutevroult,C+O,48.864495,2.8641259999999997
78746,775210020F-3,3,Rue Albert Grenier,77580,Villiers-sur-Morin,C+O,48.864865,2.8687270000000002
78747,775210440M-61Q,61QUATER,Rue de la Picardie,77580,Villiers-sur-Morin,C+O,48.864354,2.8735209999999998
78748,775210440M-46B,46BIS,Rue de la Picardie,77580,Villiers-sur-Morin,C+O,48.864734000000006,2.877774
78749,771420565W-48,48,Avenue de l'Ensoleillee,77580,Crécy-la-Chapelle,CAD,48.864578,2.8830869999999997
78750,771420720P-3,3,Rue du Fresne,77580,Crécy-la-Chapelle,C+O,48.864546000000004,2.88708
78751,771420720P-26,26,Rue du Fresne,77580,Crécy-la-Chapelle,C+O,48.863133000000005,2.8912150000000003
78752,771421120Z-70,70,Rue de Montbarbin,77580,Crécy-la-Chapelle,C+O,48.86266,2.898085
78753,771420975S-8,8,Rue des Loges,77580,Crécy-la-Chapelle,C+O,48.862961999999996,2.9005669999999997
78754,771421309E-1,1,Rue des Rougets,77580,Crécy-la-Chapelle,C+O,48.86415,2.9052740000000004
78755,771421309E-19,19,Rue des Rougets,77580,Crécy-la-Chapelle,C+O,48.864121000000004,2.908089
78756,77142B104B-9003,9003,Les Rougets,77580,Crécy-la-Chapelle,CAD,48.864219,2.9146509999999997
78757,771420609U-54,54,Route de Ferolles,77580,Crécy-la-Chapelle,C+O,48.865617,2.918757
78758,771420680W-9004,9004,Chemin des Fontaines de Férolles,77580,Crécy-la-Chapelle,C+O,48.865709,2.92315
78759,771420812P-8,8,Impasse des Grandes Plantes,77580,Crécy-la-Chapelle,C+O,48.862131,2.927813
78761,771420181D-9001,9001,Sentier du Bois des Glands,77580,Crécy-la-Chapelle,C+O,48.861412,2.939347
78762,771421100C-5,5,Rue de Montaudier,77580,Crécy-la-Chapelle,C+O,48.863556,2.9440619999999997
78765,77443B040Y-9001,9001,Montdenis,77580,Sancy,CAD,48.867302,2.956314
78769,77443B015W-9001,9001,Mauperthuis,77580,Sancy,CAD,48.871833,2.968739
78770,772700100J-2,2,Rue de la Haute Borne,77580,Maisoncelles-en-Brie,C+O,48.860964,2.982713
78771,772700072D-15,15,Rue de Crécy,77580,Maisoncelles-en-Brie,C+O,48.862439,2.9838430000000002
78772,772700025C-14,14,Rue des Carreaux,77580,Maisoncelles-en-Brie,OSM,48.863316,2.98752
78773,772700050E-4,4,Rue du Chemin,77580,Maisoncelles-en-Brie,CAD,48.864579,2.991963
78780,77225B001D-5042,5042,Les Arceries,77580,La Haute-Maison,CAD,48.874775,3.0233939999999997
78781,772250030D-14,14,Chemin de l'Épineuse,77580,La Haute-Maison,C+O,48.864427,3.038288
78784,77206B021H-2,2,La Malmaison,77120,Giremoutiers,CAD,48.863741,3.040295
78785,77206B021H-28,28,La Malmaison,77120,Giremoutiers,CAD,48.866919,3.043806
78789,77238B018R-9002,9002,Bibartault,77640,Jouarre,CAD,48.874781,3.070339
78790,77238B181T-9001,9001,Le Petit Bibarteault,77640,Jouarre,CAD,48.873191999999996,3.074651
78793,77238B153M-9001,9001,Les Loges,77640,Jouarre,CAD,48.866508,3.0896630000000003
78795,77238B173J-9001,9001,Nolongue,77640,Jouarre,CAD,48.864767,3.091631
78799,77238B219J-9001,9001,Les Quatre Cents,77640,Jouarre,CAD,48.869617,3.110399
78808,771620171F-2B,2BIS,Rue des Fossés,77510,Doue,C+O,48.863274,3.154842
78809,771620030C-38,38,Rue Champenois,77510,Doue,CAD,48.863605,3.157553
78810,771620030C-21,21,Rue Champenois,77510,Doue,CAD,48.8647,3.1611759999999998
78811,771620120A-26,26,Rue Madame Renoux Prieux,77510,Doue,CAD,48.865731,3.1660060000000003
78812,771620120A-32,32,Rue Madame Renoux Prieux,77510,Doue,CAD,48.865031,3.167935
78813,77162B032L-5,5,Le Chateau,77510,Doue,CAD,48.8698,3.174281
78814,77162B002D-4,4,Baillard,77510,Doue,CAD,48.861047,3.179131
78815,77162B131U-2,2,Melarchez,77510,Doue,CAD,48.866895,3.188589
78818,77162B131U-22,22,Melarchez,77510,Doue,CAD,48.865114,3.192905
78824,77385B009S-23,23,Boulivillers,77510,Rebais,CAD,48.863005,3.2248900000000003
78825,77385B010T-10,10,La Boyere,77510,Rebais,CAD,48.867164,3.2336669999999996
78827,77385B010T-19,19,La Boyere,77510,Rebais,CAD,48.868389,3.2370799999999997
78829,77472B133Y-5208,5208,La Tretoire,77510,La Trétoire,CAD,48.872527000000005,3.250003
78831,77472B117F-6,6,Les Pres de Champlabride,77510,La Trétoire,CAD,48.872664,3.259802
78832,77472B059T-5144,5144,Chp la Bride,77510,La Trétoire,CAD,48.870893,3.2649630000000003
78835,77398B062T-1,1,Coupigny,77510,Sablonnières,CAD,48.864695000000005,3.272615
78838,77398B132U-1,1,Le Plessier,77510,Sablonnières,CAD,48.86235,3.288728
78840,77398B132U-10B,10B,Le Plessier,77510,Sablonnières,CAD,48.861863,3.298133
78841,77398B171L-5268,5268,La Garenne,77510,Sablonnières,CAD,48.863427,3.305829
78844,775120465D-3,3,Rue des Sablons,77510,Villeneuve-sur-Bellot,C+O,48.861987,3.3205449999999996
78845,775120465D-8,8,Rue des Sablons,77510,Villeneuve-sur-Bellot,C+O,48.862306,3.320997
78846,775120093Z-16,16,Route de Château Renard,77510,Villeneuve-sur-Bellot,C+O,48.863964,3.326088
78847,775120093Z-4,4,Route de Château Renard,77510,Villeneuve-sur-Bellot,C+O,48.863593,3.329425
78848,77512B027J-8,8,Champ Charron,77510,Villeneuve-sur-Bellot,CAD,48.863909,3.3350150000000003
78849,775120370A-16,16,Chemin des Pentes,77510,Villeneuve-sur-Bellot,C+O,48.865109000000004,3.340132
78850,775120328E-21,21,Rue du Nebourg,77510,Villeneuve-sur-Bellot,C+O,48.864525,3.343953
78851,775120209A-3,3,Chemin des Garges,77510,Villeneuve-sur-Bellot,C+O,48.866224,3.348666
78852,77512B128U-5534,5534,Les Pierriers de la Fee,77510,Villeneuve-sur-Bellot,CAD,48.866582,3.356531
78854,77492B196E-5196,5196,Le Mont,77510,Verdelot,CAD,48.866979,3.3654669999999998
78855,77492B196E-5197,5197,Le Mont,77510,Verdelot,CAD,48.867102,3.36697
78857,77492B180M-5406,5406,La Hte Croix,77510,Verdelot,CAD,48.862356,3.3797379999999997
78859,77492B009B-5241,5241,La Basse Crx,77510,Verdelot,CAD,48.864328,3.385475
78860,77492B009B-5237,5237,La Basse Crx,77510,Verdelot,CAD,48.865248,3.3870769999999997
78864,77492B267G-5217,5217,Toraille,77510,Verdelot,CAD,48.873227,3.405163
78865,77303B093P-5013,5013,Ormoy le Ht,77320,Montdauphin,CAD,48.865153,3.418314
78915,786180300K-43,43,Chemin des Pierres,78790,Tilly,OSM,48.871967,1.555684
78917,786180090G-3,3,Rue du Chemin Creux,78790,Tilly,OSM,48.873141,1.5635860000000001
78920,780760330Z-21,21,Rue du Point du Jour,78910,Boissets,C+O,48.866834000000004,1.584592
78925,78163B023U-5010,5010,Sur la Garenne,78910,Civry-la-Forêt,CAD,48.869248999999996,1.608567
78927,781630080Z-700,700,Grande Rue,78910,Civry-la-Forêt,C+O,48.866618,1.613543
78928,781630080Z-416,416,Grande Rue,78910,Civry-la-Forêt,OSM,48.867682,1.61697
78929,781630080Z-145,145,Grande Rue,78910,Civry-la-Forêt,OSM,48.868063,1.620782
78930,781630175C-66,66,Rue de la Sablière,78910,Civry-la-Forêt,OSM,48.870686,1.629585
78932,78163B027Y-417,417,Hameau du Buisson,78910,Civry-la-Forêt,CAD,48.870166999999995,1.633237
78937,784390150A-15,15,Rue de la Mare aux Clercs,78790,Mulcent,OSM,48.877122,1.657587
78939,78505B048J-5000,5000,Ferme des Chardonnerets,78910,Prunay-le-Temple,CAD,48.868801,1.666509
78940,785050240L-7,7,Route de la Mare aux Clercs,78910,Prunay-le-Temple,OSM,48.865044,1.671607
78943,785050406S-5078,5078,Route de Septeuil,78910,Prunay-le-Temple,CAD,48.871034,1.6808150000000002
78944,78591B027M-5081,5081,La Cote des Trois Vallees,78790,Septeuil,CAD,48.874798999999996,1.6858790000000001
78947,784750173U-9,9,Chemin à Dramard,78910,Osmoy,OSM,48.867793,1.71334
78950,78475B021K-5001,5001,Le Moutier,78910,Osmoy,CAD,48.868704,1.716289
78951,784750253F-15,15,Chemin de Notre-Dame de la Pitié,78910,Osmoy,C+O,48.86707,1.720403
78953,785650254R-9,9,Chemin de la Fontaine-la-Ville,78790,Saint-Martin-des-Champs,OSM,48.878694,1.7327080000000001
78955,782360010F-19,19,Rue d'Elan,78910,Flexanville,C+O,48.867063,1.7422
78957,782360022U-31,31,Rue de Goupillières,78910,Flexanville,OSM,48.864956,1.748918
78962,786810061B-4,4,Rue des Longs Champs,78770,Villiers-le-Mahieu,OSM,48.865839,1.770973
78963,786810096P-5061,5061,Route de Septeuil,78770,Villiers-le-Mahieu,CAD,48.869054,1.7797990000000001
78964,786810096P-5062,5062,Route de Septeuil,78770,Villiers-le-Mahieu,CAD,48.868990999999994,1.7800259999999999
78965,786160195E-15,15,Chemin Vert,78770,Thoiry,OSM,48.868190000000006,1.7853130000000001
78966,786160018M-28,28,Chemin de la Briqueterie,78770,Thoiry,CAD,48.868047,1.7901599999999998
78967,786160090R-15,15,Chemin de la Haie Baldée,78770,Thoiry,C+O,48.867159,1.795052
78968,786160125D-45,45,Route de Maule,78770,Thoiry,C+O,48.868997,1.7993759999999999
78969,786160070U-2,2,Chemin de la Fontaine,78770,Thoiry,OSM,48.868277,1.799939
78972,78616B001A-5199,5199,Les Aunayes,78770,Thoiry,CAD,48.873274,1.81985
78973,78364B031D-5137,5137,La Marniere Sud,78770,Marcq,CAD,48.867728,1.822312
78974,78364B018P-5010,5010,La Fosse Imbert,78770,Marcq,CAD,48.871182,1.823206
78981,78415B026B-1,1,Les Murgers,78124,Montainville,CAD,48.878007000000004,1.861104
78982,780620360T-5032,5032,Rue de Maule,78650,Beynes,C+O,48.870211,1.870157
78984,780620360T-96,96,Rue de Maule,78650,Beynes,OSM,48.869008,1.8708369999999999
78985,780620459A-21,21,Chemin des Plantins,78650,Beynes,C+O,48.870652,1.875463
78987,780620081P-31,31,Rue du Clos Pigeon,78650,Beynes,OSM,48.871990999999994,1.886167
78988,781890130R-5246,5246,Rue de la Maladrerie,78121,Crespières,CAD,48.869954,1.891012
78994,781890200S-5267,5267,Route de Thiverval,78121,Crespières,CAD,48.874637,1.9219549999999999
78998,78196B009K-5030,5030,Partie du Parc de Widevill,78810,Davron,CAD,48.871248,1.93701
78999,78196B017U-5001,5001,Le Village,78810,Davron,CAD,48.866364000000004,1.942131
79000,781960052A-1,1,Chemin des Tournelles,78810,Davron,C+O,48.868544,1.945666
79001,781960057F-12,12,Rue des Quatre Fermes,78810,Davron,OSM,48.867841,1.949946
79002,781960057F-10,10,Rue des Quatre Fermes,78810,Davron,OSM,48.867571000000005,1.95003
79003,78233B066L-9030,9030,Sous les Barreaux,78810,Feucherolles,CAD,48.877874,1.9572060000000002
79004,78233A015U-7,7,Résidence les Tournelles,78810,Feucherolles,C+O,48.871027000000005,1.9685650000000001
79005,78233B072T-24,24,Le Vieux Puits,78810,Feucherolles,CAD,48.868845,1.9693900000000002
79006,782330062A-15,15,Rue des Petits Prés,78810,Feucherolles,OSM,48.869492,1.973098
79007,782330059X-9001,9001,Chemin des Quatorze Arpents,78810,Feucherolles,CAD,48.868015,1.9779790000000002
79008,782330059X-9005,9005,Chemin des Quatorze Arpents,78810,Feucherolles,CAD,48.867365,1.9804130000000002
79009,782330066E-9001,9001,Chemin des Quarante Arpents,78810,Feucherolles,CAD,48.868466,1.9875009999999997
79012,785710640J-9037,9037,Route de Sainte-Gemme,78860,Saint-Nom-la-Bretèche,C+O,48.872262,2.003118
79013,785710774E-3,3,Allée de la Vieille Ferme,78860,Saint-Nom-la-Bretèche,OSM,48.869009999999996,2.0053349999999996
79014,785710478H-4,4,Allée du Pignon Vert,78860,Saint-Nom-la-Bretèche,OSM,48.869385,2.009429
79015,785710080A-45,45,Chemin du Bois des Arpents,78860,Saint-Nom-la-Bretèche,OSM,48.870221,2.014192
79016,785710640J-60,60,Route de Sainte-Gemme,78860,Saint-Nom-la-Bretèche,OSM,48.868367,2.018523
79017,785710122W-4,4,Rue de la Cerisaie,78860,Saint-Nom-la-Bretèche,C+O,48.867498,2.022287
79018,785710640J-12,12,Route de Sainte-Gemme,78860,Saint-Nom-la-Bretèche,C+O,48.866098,2.025947
79019,785710680C-92B,92BIS,Route de Saint-Germain,78860,Saint-Nom-la-Bretèche,OSM,48.865272,2.032165
79020,785710487T-8,8,Allée des Plantiers du Roy,78860,Saint-Nom-la-Bretèche,OSM,48.864554999999996,2.033095
79021,78571B066S-9001,9001,Mais Forestiere Curieux,78860,Saint-Nom-la-Bretèche,CAD,48.873746000000004,2.044254
79023,782240123F-9002,9002,Rue Pasteur,78620,L'Étang-la-Ville,C+O,48.868097999999996,2.051144
79024,782240127K-3,3,Avenue du Petit Parc,78620,L'Étang-la-Ville,OSM,48.869159,2.0552740000000003
79025,782240180T-65,65,Route de Saint-Nom,78620,L'Étang-la-Ville,OSM,48.86922,2.05986
79026,782240180T-28,28,Route de Saint-Nom,78620,L'Étang-la-Ville,OSM,48.869209000000005,2.064301
79027,782240135U-8C,8C,Rue du Pré de l'Ile,78620,L'Étang-la-Ville,C+O,48.869146,2.0689759999999997
79028,782240048Z-1B,1B,Rue Emile Guinard,78620,L'Étang-la-Ville,OSM,48.869428000000006,2.07349
79029,782240210A-6,6,Rue de la Station,78620,L'Étang-la-Ville,OSM,48.869386,2.0779349999999996
79030,783720596B-26,26,Allée des Lombards,78160,Marly-le-Roi,C+O,48.868915,2.082786
79031,783720550B-27,27,Avenue La Bruyère,78160,Marly-le-Roi,C+O,48.868878,2.087173
79032,783721230R-11,11,Rue Willy Blumenthal,78160,Marly-le-Roi,C+O,48.869747,2.092594
79033,783720610S-4,4,Rue de Louvencourt,78160,Marly-le-Roi,OSM,48.86877,2.096402
79034,783721222G-10,10,Rue de Viseu,78160,Marly-le-Roi,OSM,48.868664,2.100784
79035,783720993H-1,1,Chemin des Rougemonts,78160,Marly-le-Roi,OSM,48.869336,2.105322
79036,783500659R-15,15,Allée des Rougemonts,78430,Louveciennes,C+O,48.868859,2.109843
79037,783500620Y-7,7,Chemin de Prunay,78430,Louveciennes,OSM,48.868832,2.115004
79038,783500418D-5,5,Chemin de la Machine,78430,Louveciennes,OSM,48.868982,2.11873
79039,783500420F-8,8,Rue de la Machine,78430,Louveciennes,C+O,48.867672,2.123484
79040,780920080H-72,72,Quai Boissy d'Anglas,78380,Bougival,C+O,48.868404,2.128344
79041,780920310H-9001,9001,Ile Gautier,78380,Bougival,CAD,48.869597,2.133474
79042,780920412U-1,1,Avenue Jean Baptiste Charcot,78380,Bougival,C+O,48.86842,2.1379759999999997
79043,780920350B-25,25,Quai Georges Clemenceau,78380,Bougival,OSM,48.867632,2.142003
